tablescraper-selected-row,tablescraper-selected-row href,grey
"Through the parable of the Prodigal Son (Lk 15:1-32) the Lord helps us understand the problem: living at home but not feeling at home, because there's no paternal or fraternal relationship. #HomilySantaMarta",https://twitter.com/Pontifex/status/1238819670800642048,"Mar 14, 2020"
"We pray today for families who need to manage a difficult situation, especially those families with a disabled person among them. Let us pray they do not lose their peace in this moment and that they succeed in moving forward with strength and joy.",https://twitter.com/Pontifex/status/1238808035340025862,"Mar 14, 2020"
"#Prayer is an expression of our need to respond to God’s love, which always precedes and sustains us. Christians pray in the knowledge that, although unworthy, we are still loved.",https://twitter.com/Pontifex/status/1238464832967454720,"Mar 13, 2020"
"Today let us ask the Lord for the grace to not forget the gratuitous nature of revelation. God manifests Himself as a gift, He made a gift of Himself for us, and we must give it, helping others see it as a gift, not as our possession. #SantaMarta",https://twitter.com/Pontifex/status/1238442184027901952,"Mar 13, 2020"
I would like to pray today for pastors who need to accompany the people of God during this crisis. May the Lord grant them the strength and the ability to choose the best ways to help.,https://twitter.com/Pontifex/status/1238423884669620224,"Mar 13, 2020"
The journey of #Lent is one of charity towards the weakest.,https://twitter.com/Pontifex/status/1238079796556582912,"Mar 12, 2020"
"We ask the Lord today for the grace of not falling into indifference, the grace that all the information we have about human suffering might penetrate our hearts and move us to do something for others. #HomilySantaMarta",https://twitter.com/Pontifex/status/1238046994750476288,"Mar 12, 2020"
"We seek refuge under your protection, O Holy Mother of God. Do not despise our pleas – we who are put to the test – and deliver us from every danger, O glorious and blessed Virgin.",https://twitter.com/Pontifex/status/1237811820410417153,"Mar 11, 2020"
"We are called to rediscover what truly matters, what we really need, what helps us to live well and, at the same time, to identify what is secondary and that which we can easily do without. #GeneralAudience #Beatitudes",https://twitter.com/Pontifex/status/1237717408753704963,"Mar 11, 2020"
"Vanity - the spirit of the world - is the path the devil offers to drive us from the Cross of Christ. Let us ask the Lord for the grace to discern the Lord's path, which is the Cross, from the world's path, which is vanity.",https://twitter.com/Pontifex/status/1237702858038018050,"Mar 11, 2020"
"The Lord tells us not only to carry out works of charity, to pray, and to fast, but also to do these without pretense, duplicity, and hypocrisy. #Lent",https://twitter.com/Pontifex/status/1237370119782903808,"Mar 10, 2020"
"Today the Lord calls all of us sinners to dialogue with Him: ""Don't be afraid."" ""Though your sins be like scarlet, they may become white as snow"" (Is 1:18). #HomilySantaMarta",https://twitter.com/Pontifex/status/1237316944765882369,"Mar 10, 2020"
Let us pray together. During these days you can follow the Mass from Santa Marta live every morning at 7am (Rome time):,https://twitter.com/Pontifex/status/1237092672554360834,"Mar 09, 2020"
"Our Lenten prayer can take any number of different forms, but what truly matters in God’s eyes is that it penetrates deep within us and chips away at our hardness of heart, in order to convert us to Him. #Lent",https://twitter.com/Pontifex/status/1237007732537872385,"Mar 09, 2020"
"When we recall that we have sinned and have a sense of shame, this touches God's heart, and He responds with mercy. Today let us ask for the grace of a sense of shame. #HomilySantaMarta",https://twitter.com/Pontifex/status/1236980407436038144,"Mar 09, 2020"
To follow the Santa Marta Mass live,https://twitter.com/Pontifex/status/1236893226503671814,"Mar 09, 2020"
"It is specifically women who welcome life within them. Women demonstrate that living does not consist in continually producing things, but in embracing things as they are. #InternationalWomensDay",https://twitter.com/Pontifex/status/1236630244905418754,"Mar 08, 2020"
"The wondrous event of the Transfiguration, recounted in the #GospelOfTheDay (Mt 17:1-9), opens us to a fuller understanding of the mystery of Christ, who must suffer, die and then rise again.",https://twitter.com/Pontifex/status/1236615144794255361,"Mar 08, 2020"
"In this favorable time of #Lent, may we listen to the voice of the Lord. The more we are fully engaged with His Word, the more we will experience the mercy He freely gives us.",https://twitter.com/Pontifex/status/1236267855663869955,"Mar 07, 2020"
#Lent is the perfect time to allow ourselves to contemplate the pain of those who suffer without anyone to help them. It is the time to turn compassion into concrete acts of solidarity and care.,https://twitter.com/Pontifex/status/1235920567397535744,"Mar 06, 2020"
"I wish to express again my closeness to those who are ill with the #coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.",https://twitter.com/Pontifex/status/1235913020469108737,"Mar 06, 2020"
,https://twitter.com/Pontifex/status/1235577053988044801,"Mar 05, 2020"
"I ask you to remember me in your prayers and also the members of the Roman Curia, who this evening begin a week of Spiritual Exercises.",https://twitter.com/Pontifex/status/1234116183529418752,"Mar 01, 2020"
The #GospelOfTheDay (Mt 4:1-11) shows how Jesus responds to the tempter who tries three times to ensnare Him. May His experience also help us to be vigilant in the face of temptation and not to surrender to any idol of this world. #Lent,https://twitter.com/Pontifex/status/1234093528965246976,"Mar 01, 2020"
"May we allow ourselves to be reconciled, in order to live as beloved children, as forgiven and healed sinners, as wayfarers with him at our side. #Lent",https://twitter.com/Pontifex/status/1233731140709736449,"Feb 29, 2020"
"#RareDiseaseDay offers us the opportunity to together care for our brothers and sisters who are ill, to integrate research, medical care, and social assistance so that they might enjoy equal opportunities and lead a full life.",https://twitter.com/Pontifex/status/1233700941632655360,"Feb 29, 2020"
"Dignity of the person, justice, subsidiarity and solidarity: this it the contribution of the Church’s social teaching in our common pursuit of “algor-ethics”. The Call that has been signed today is an important step in this direction. #renAIssance",https://twitter.com/Pontifex/status/1233376305653133312,"Feb 28, 2020"
#Lent is great time to make space for the Word of God. It is time to turn off the TV and open the Bible. It is a time to pull ourselves away from cell phones and connect ourselves to the Gospel.,https://twitter.com/Pontifex/status/1233361205265231873,"Feb 28, 2020"
"We pray, fast, and perform the works of mercy in this time of grace, so that the Lord might find our hearts ready and fill them with the victory of His love. #Lent",https://twitter.com/Pontifex/status/1233006364936376320,"Feb 27, 2020"
"#Lent is a time of grace, a time for recognizing that our lowly #ashes are loved by God and for letting God gaze upon us with love, and in this way change our lives. We were put in this world to go from ashes to life.",https://twitter.com/Pontifex/status/1232723249919922176,"Feb 26, 2020"
"#Ashes remind us of the direction of our existence: a passage from dust to life. We are dust, earth, clay, but if we allow ourselves to be shaped by the hands of God, we become something wonderous.",https://twitter.com/Pontifex/status/1232719477185245185,"Feb 26, 2020"
"The #ashes we receive on our foreheads remind us that, as God's children, we cannot spend our lives chasing after dust.",https://twitter.com/Pontifex/status/1232715699732140033,"Feb 26, 2020"
We begin the #Lenten Season by receiving #ashes. We are dust in the universe. Yet we are dust loved by God.,https://twitter.com/Pontifex/status/1232710906360029186,"Feb 26, 2020"
